time,latitude,longitude,depth,magnitude,region,rms,gap,dmin,nst,horizontalError,depthError,magError,magNst
2018-03-15 23:00:00,22.3969,81.2371,44.08,3.91,Himalayan Belt,1.325,175.7,1.83,44,11.94,8.01,0.332,47
2018-03-16 05:00:00,47.7848,-125.6033,30.09,3.01,Cascadia Zone,0.227,305.1,0.175,39,11.38,3.28,0.12,62
2018-03-17 09:00:00,38.0124,33.6896,20.3,2.15,Anatolian Fault,1.218,259.6,0.418,19,17.86,11.56,0.498,22
2018-03-18 03:00:00,-4.3773,106.8938,30.24,3.24,Sumatra Fault,0.398,229.1,0.24,16,5.89,8.68,0.018,40
2018-03-18 09:00:00,56.1235,-166.3371,45.98,2.74,Aleutian Arc,1.206,61.1,2.146,118,18.36,5.02,0.12,22
2018-03-18 16:00:00,30.7224,84.1833,17.31,3.5,Himalayan Belt,0.354,215.6,2.323,101,12.2,14.48,0.429,29
2018-03-18 23:00:00,37.051,29.6886,18.13,2.44,Anatolian Fault,0.552,199.6,2.763,46,9.0,14.49,0.195,22
2018-03-19 11:00:00,17.2852,-58.8965,34.63,3.61,Caribbean Arc,1.135,27.7,2.671,101,16.61,12.64,0.305,17
2018-03-19 11:00:00,35.2357,-84.4463,12.32,4.37,New Madrid Zone,0.708,251.1,4.319,75,3.55,13.3,0.292,11
2018-03-19 14:00:00,-1.3225,100.7382,48.17,2.87,Sumatra Fault,1.294,330.3,0.141,95,7.78,8.83,0.255,45
2018-03-19 23:00:00,42.5575,-118.1958,20.84,2.64,Cascadia Zone,0.797,202.9,2.799,86,3.63,3.86,0.407,75
2018-03-20 10:00:00,43.3366,35.4709,13.09,2.49,Anatolian Fault,1.264,300.4,3.167,45,1.63,11.32,0.366,73
2018-03-20 19:00:00,11.432,-60.4205,15.55,2.05,Caribbean Arc,1.264,215.2,1.797,107,1.5,14.71,0.312,17
2018-03-21 06:00:00,34.8523,150.5021,23.54,2.54,Pacific Ring,1.289,25.9,2.965,17,0.25,3.92,0.28,8
2018-03-22 05:00:00,57.5831,-166.9194,51.55,2.0,Aleutian Arc,0.793,244.2,4.099,73,19.57,7.46,0.304,20
2018-03-22 08:00:00,31.1825,148.6891,33.88,3.65,Pacific Ring,0.453,255.4,4.477,63,10.69,1.7,0.229,44
2018-03-23 19:00:00,54.8761,-171.5074,55.59,5.26,Aleutian Arc,0.8,302.0,2.944,36,8.01,10.24,0.446,6
2018-03-23 19:00:00,39.2893,32.9057,28.57,2.45,Anatolian Fault,1.027,219.3,4.551,18,10.5,2.35,0.233,64
2018-03-24 02:00:00,38.9979,-84.1926,15.58,3.02,New Madrid Zone,0.624,206.6,3.988,55,19.21,4.15,0.375,35
2018-03-24 04:00:00,44.5389,-123.5355,28.2,2.11,Cascadia Zone,1.073,106.0,1.934,40,12.34,2.4,0.363,74
2018-03-24 05:00:00,50.4053,-174.3617,32.75,2.33,Aleutian Arc,1.29,181.7,4.056,113,19.88,14.06,0.361,37
2018-03-24 10:00:00,44.198,-125.9118,12.97,2.45,Cascadia Zone,0.816,90.5,2.601,21,8.65,9.01,0.04,33
2018-03-24 10:00:00,52.6512,-166.4338,39.64,3.12,Aleutian Arc,0.544,176.0,0.381,67,6.28,14.89,0.319,21
2018-03-24 13:00:00,37.0749,36.6582,22.07,3.93,Anatolian Fault,0.488,299.5,1.598,86,19.84,2.74,0.215,15
2018-03-24 14:00:00,16.1725,-64.5632,23.02,2.09,Caribbean Arc,1.309,237.3,3.908,25,6.51,6.71,0.332,44
2018-03-25 02:00:00,26.6324,78.4687,25.71,4.34,Himalayan Belt,0.311,61.3,2.021,119,3.55,2.27,0.458,70
2018-03-25 08:00:00,48.5731,-119.7284,24.28,3.41,Cascadia Zone,0.718,279.3,2.376,105,16.69,12.97,0.074,21
2018-03-26 10:00:00,13.8603,-57.8985,23.57,2.15,Caribbean Arc,0.567,69.0,3.728,37,17.56,9.3,0.203,49
2018-03-26 15:00:00,-1.6273,106.2368,50.16,2.85,Sumatra Fault,1.402,121.7,1.507,59,8.64,14.44,0.091,56
2018-03-27 06:00:00,10.1438,-58.3565,28.71,3.72,Caribbean Arc,1.272,224.4,2.821,76,17.3,8.85,0.295,79
2018-03-27 22:00:00,30.534,148.6229,30.95,4.54,Pacific Ring,1.483,239.2,3.409,9,12.15,7.32,0.062,24
2018-03-27 23:00:00,18.1726,-60.3976,17.65,2.37,Caribbean Arc,0.528,265.7,0.247,30,14.15,11.76,0.233,56
2018-03-28 13:00:00,22.6615,82.2133,30.87,2.07,Himalayan Belt,0.107,193.1,2.324,113,6.91,9.91,0.014,54
2018-03-29 01:00:00,19.8146,-63.6883,36.87,4.58,Caribbean Arc,1.038,120.7,3.376,110,10.03,6.27,0.462,78
2018-03-29 02:00:00,34.7082,31.32,26.06,6.13,Anatolian Fault,0.897,54.8,3.405,5,0.39,11.68,0.046,26
2018-03-29 07:00:00,18.7488,-63.6578,31.14,2.33,Caribbean Arc,0.498,182.7,4.219,63,3.67,14.89,0.142,78
2018-03-29 08:00:00,33.9545,-88.2976,17.08,3.06,New Madrid Zone,0.463,210.8,3.548,104,19.36,13.39,0.239,60
2018-03-29 10:00:00,41.136,-122.881,11.83,2.62,Cascadia Zone,1.269,89.2,1.648,105,14.95,3.36,0.045,58
2018-03-29 13:00:00,39.1511,-87.8757,13.42,3.62,New Madrid Zone,1.426,83.1,0.418,43,14.08,3.55,0.034,7
2018-03-30 01:00:00,37.6368,32.0524,10.77,3.05,Anatolian Fault,1.098,32.4,4.369,12,9.18,2.42,0.075,58
2018-03-30 07:00:00,19.9205,-57.9032,35.42,6.18,Caribbean Arc,0.338,37.4,2.511,115,11.69,8.38,0.415,74
2018-03-31 02:00:00,27.8498,150.1491,29.88,2.01,Pacific Ring,1.175,47.6,4.641,55,15.19,1.97,0.464,5
2018-03-31 07:00:00,34.5312,150.1674,44.57,2.95,Pacific Ring,0.541,209.9,4.753,103,4.64,3.38,0.109,74
2018-03-31 07:00:00,25.4559,150.0009,31.41,3.39,Pacific Ring,0.975,274.7,0.074,91,2.69,10.5,0.233,45
2018-03-31 18:00:00,34.8895,-92.3592,10.96,2.98,New Madrid Zone,1.016,265.1,4.301,16,0.1,1.19,0.463,61
2018-04-01 03:00:00,28.8667,151.4044,36.69,2.1,Pacific Ring,1.183,150.2,1.545,118,1.8,4.11,0.43,34
2018-04-01 04:00:00,29.6152,151.8971,45.05,2.46,Pacific Ring,0.166,308.7,2.437,33,0.74,7.98,0.077,35
2018-04-01 09:00:00,-3.125,100.663,47.59,5.54,Sumatra Fault,1.386,221.0,4.038,49,9.49,13.05,0.213,44
2018-04-01 15:00:00,18.4749,-62.334,27.45,2.31,Caribbean Arc,0.343,35.2,2.348,72,0.99,1.45,0.248,64
2018-04-01 16:00:00,10.4118,-64.3126,15.37,2.71,Caribbean Arc,0.769,326.5,0.068,46,15.24,2.4,0.048,51
2018-04-02 01:00:00,-2.5566,99.3374,47.32,4.06,Sumatra Fault,0.797,247.5,1.269,40,12.31,13.48,0.407,47
2018-04-03 00:00:00,39.4791,37.2664,19.79,2.87,Anatolian Fault,0.197,22.4,4.567,51,9.42,12.7,0.309,49
2018-04-04 03:00:00,28.9918,147.5008,20.04,3.26,Pacific Ring,0.395,258.4,3.332,13,13.24,13.97,0.047,35
2018-04-05 01:00:00,-0.4012,97.1931,27.24,4.35,Sumatra Fault,1.05,125.2,4.131,102,19.07,1.52,0.217,47
2018-04-05 02:00:00,43.7566,-122.1623,15.78,7.93,Cascadia Zone,0.732,201.0,2.34,64,19.75,13.17,0.161,45
2018-04-05 12:00:00,-5.764,106.6322,25.43,6.2,Sumatra Fault,1.348,194.1,4.965,13,11.12,14.54,0.266,51
2018-04-05 23:00:00,17.0503,-56.4827,36.98,4.08,Caribbean Arc,1.036,170.1,3.092,83,14.32,13.05,0.456,49
2018-04-06 00:00:00,27.4245,86.588,21.18,3.28,Himalayan Belt,0.193,202.1,0.534,7,3.51,8.52,0.355,18
2018-04-06 08:00:00,51.137,-173.0429,55.8,4.89,Aleutian Arc,1.172,208.9,2.133,90,19.32,3.52,0.08,73
2018-04-06 09:00:00,45.1123,-124.312,34.97,2.09,Cascadia Zone,0.404,340.5,4.896,80,17.61,3.29,0.486,13
2018-04-07 00:00:00,40.0322,31.2558,29.64,3.32,Anatolian Fault,0.557,225.7,0.291,7,9.06,5.06,0.225,23
2018-04-07 04:00:00,37.8971,32.5571,23.31,2.29,Anatolian Fault,0.714,315.3,2.259,70,4.25,7.01,0.246,21
2018-04-08 00:00:00,33.9064,151.2258,49.71,4.05,Pacific Ring,0.549,208.7,3.61,68,15.74,4.31,0.1,7
2018-04-08 13:00:00,41.1511,34.3955,22.6,2.64,Anatolian Fault,1.198,244.0,2.369,108,6.79,4.49,0.438,64
2018-04-09 00:00:00,36.191,-90.7468,9.87,3.2,New Madrid Zone,0.924,259.1,1.788,29,4.35,1.32,0.054,15
2018-04-09 08:00:00,42.9678,30.4148,23.53,2.43,Anatolian Fault,0.879,295.5,2.053,75,18.01,11.87,0.105,59
2018-04-10 21:00:00,35.0266,30.0205,13.16,2.7,Anatolian Fault,0.8,326.5,0.132,77,16.73,4.76,0.074,6
2018-04-11 00:00:00,13.4789,-65.3621,32.18,4.57,Caribbean Arc,0.836,206.8,2.2,62,14.24,7.31,0.461,44
2018-04-11 13:00:00,51.0926,-168.4481,72.46,2.2,Aleutian Arc,1.256,201.9,4.14,29,16.67,1.52,0.443,66
2018-04-11 21:00:00,1.4743,101.2336,25.33,2.7,Sumatra Fault,0.861,131.7,2.372,75,17.39,9.96,0.223,66
2018-04-12 00:00:00,45.3537,-118.3967,18.22,2.25,Cascadia Zone,1.478,138.5,1.11,61,5.9,3.57,0.312,8
2018-04-12 12:00:00,28.6532,146.3594,47.75,3.54,Pacific Ring,0.869,133.2,4.078,44,12.92,2.57,0.284,25
2018-04-12 16:00:00,31.7943,81.3111,17.02,2.74,Himalayan Belt,0.512,213.7,1.555,83,16.46,6.36,0.451,9
2018-04-12 16:00:00,34.2378,-85.5006,15.62,4.44,New Madrid Zone,1.109,198.2,4.127,63,10.85,0.87,0.338,24
2018-04-12 16:00:00,12.5315,-63.7641,38.73,2.54,Caribbean Arc,1.458,282.3,1.28,52,17.26,5.43,0.288,44
2018-04-12 18:00:00,-2.7496,98.6623,47.95,2.48,Sumatra Fault,0.21,159.8,4.134,40,15.35,0.93,0.203,12
2018-04-12 23:00:00,19.5818,-57.0915,39.82,2.65,Caribbean Arc,0.528,243.0,0.684,39,1.22,7.18,0.112,10
2018-04-13 04:00:00,-7.2469,99.1436,29.88,2.04,Sumatra Fault,0.813,253.6,4.916,22,13.99,8.35,0.244,58
2018-04-13 15:00:00,36.2208,-88.8443,7.01,2.16,New Madrid Zone,1.291,332.8,0.587,29,1.89,13.17,0.48,23
2018-04-14 01:00:00,40.0558,-92.8024,12.98,2.4,New Madrid Zone,1.036,304.7,0.823,98,17.08,13.72,0.14,72
2018-04-14 09:00:00,36.6321,-90.7257,15.27,2.08,New Madrid Zone,0.596,84.0,3.596,114,13.27,9.86,0.013,42
2018-04-14 20:00:00,15.8476,-57.8377,39.65,2.59,Caribbean Arc,1.222,219.4,1.001,61,14.87,11.58,0.255,26
2018-04-15 03:00:00,38.2598,-93.2788,14.94,2.01,New Madrid Zone,1.16,177.6,0.307,60,1.35,5.26,0.087,19
2018-04-15 03:00:00,56.4243,-170.9877,51.49,2.19,Aleutian Arc,0.998,41.3,3.672,66,4.05,8.14,0.1,36
2018-04-15 04:00:00,43.0258,31.807,19.41,3.63,Anatolian Fault,0.176,89.9,0.741,5,12.5,11.96,0.479,36
2018-04-15 18:00:00,50.1829,-123.9965,13.8,3.7,Cascadia Zone,0.697,302.3,4.771,33,5.99,8.55,0.121,14
2018-04-16 00:00:00,19.8065,-62.4973,23.57,2.17,Caribbean Arc,1.186,208.3,3.806,22,11.48,3.88,0.122,3
2018-04-16 02:00:00,41.9869,28.4482,29.43,3.33,Anatolian Fault,0.107,216.0,4.883,65,7.14,14.09,0.492,63
2018-04-16 09:00:00,34.5664,145.2525,29.98,2.36,Pacific Ring,0.668,225.6,4.414,118,16.18,7.08,0.365,67
2018-04-16 14:00:00,35.0335,33.7335,21.15,3.87,Anatolian Fault,0.753,324.5,4.957,27,17.42,2.28,0.422,24
2018-04-17 13:00:00,36.8262,34.6357,14.8,4.5,Anatolian Fault,0.597,304.0,3.111,93,6.54,5.6,0.445,60
2018-04-17 23:00:00,35.3803,-86.2403,15.79,2.16,New Madrid Zone,1.329,46.3,0.75,7,12.6,8.78,0.494,71
2018-04-18 03:00:00,39.4984,-89.8454,10.32,2.26,New Madrid Zone,1.144,44.3,4.724,39,15.91,0.99,0.273,29
2018-04-18 22:00:00,53.7257,-171.6415,39.1,2.47,Aleutian Arc,1.431,211.8,4.076,53,18.08,7.3,0.291,40
2018-04-19 07:00:00,48.4444,-124.6138,31.19,3.63,Cascadia Zone,0.382,116.4,2.976,98,1.3,3.82,0.194,17
2018-04-19 13:00:00,-5.6114,104.5872,44.93,2.09,Sumatra Fault,1.219,199.8,2.861,43,18.61,10.73,0.465,10
2018-04-19 16:00:00,17.2191,-63.196,25.34,4.96,Caribbean Arc,1.236,41.5,0.643,18,19.88,2.78,0.449,79
2018-04-19 16:00:00,49.1552,-170.2398,47.85,6.35,Aleutian Arc,0.518,330.8,4.918,99,1.61,8.46,0.206,65
2018-04-20 00:00:00,1.4219,102.1849,37.33,2.32,Sumatra Fault,0.476,235.9,2.673,113,7.99,10.44,0.25,42
2018-04-20 01:00:00,50.8132,-118.8061,16.69,3.88,Cascadia Zone,0.867,137.9,2.14,59,10.1,9.88,0.351,78
2018-04-20 04:00:00,-5.5689,98.1534,32.88,2.78,Sumatra Fault,1.336,204.8,1.472,84,16.1,9.25,0.109,11
2018-04-20 05:00:00,-3.5075,104.9094,36.62,6.15,Sumatra Fault,0.188,251.5,4.439,96,9.85,4.12,0.017,42
2018-04-20 13:00:00,38.7853,35.6598,12.29,2.51,Anatolian Fault,1.083,265.5,2.291,66,15.02,4.1,0.307,77
2018-04-20 18:00:00,30.2258,79.3473,36.63,3.11,Himalayan Belt,0.357,108.4,4.435,60,18.28,0.81,0.013,76
2018-04-20 21:00:00,19.0531,-63.7233,39.32,2.4,Caribbean Arc,0.794,56.4,3.41,108,18.43,9.14,0.272,79
2018-04-21 09:00:00,23.1138,83.8152,21.5,2.77,Himalayan Belt,1.49,167.7,4.996,49,7.02,13.73,0.171,36
2018-04-21 12:00:00,40.6866,34.8825,26.32,2.19,Anatolian Fault,0.142,54.3,1.902,116,7.13,6.85,0.409,73
2018-04-21 13:00:00,50.2073,-165.8686,41.47,2.51,Aleutian Arc,0.979,205.9,4.809,107,10.17,9.18,0.212,13
2018-04-21 16:00:00,57.307,-171.7281,60.71,4.72,Aleutian Arc,1.33,272.4,1.047,42,6.28,3.4,0.323,78
2018-04-21 20:00:00,41.0393,-123.3577,14.22,3.7,Cascadia Zone,0.875,117.3,0.677,93,4.43,3.43,0.145,48
2018-04-22 23:00:00,35.0341,-88.7499,14.94,2.62,New Madrid Zone,0.454,84.1,4.887,90,9.09,1.04,0.067,65
2018-04-23 00:00:00,26.6337,146.8446,26.07,2.59,Pacific Ring,0.657,188.9,2.422,49,16.8,2.27,0.258,7
2018-04-23 18:00:00,39.0461,-88.2163,5.56,4.22,New Madrid Zone,0.339,53.7,0.399,7,1.2,6.69,0.134,12
2018-04-23 20:00:00,-3.947,97.1392,56.13,2.37,Sumatra Fault,0.694,289.1,1.993,35,10.94,8.66,0.382,64
2018-04-23 20:00:00,33.8657,147.4994,27.16,2.68,Pacific Ring,1.06,267.4,1.734,58,11.85,1.2,0.359,43
2018-04-24 02:00:00,44.3874,-122.8824,12.42,2.32,Cascadia Zone,1.495,263.1,0.446,7,14.41,6.64,0.396,74
2018-04-24 09:00:00,32.1356,145.4008,36.17,4.68,Pacific Ring,1.313,222.4,0.232,47,0.7,0.13,0.449,60
2018-04-24 17:00:00,35.9282,37.093,21.33,3.07,Anatolian Fault,1.148,177.8,3.609,98,10.52,4.03,0.079,15
2018-04-24 21:00:00,36.4096,-91.6454,6.66,2.63,New Madrid Zone,1.367,169.0,0.075,30,19.16,7.5,0.186,27
2018-04-25 05:00:00,27.7331,83.886,24.78,3.14,Himalayan Belt,0.239,251.6,1.847,82,16.65,12.8,0.094,40
2018-04-25 11:00:00,36.7954,-91.1334,10.5,2.11,New Madrid Zone,0.455,44.5,0.528,98,0.87,9.92,0.144,70
2018-04-25 20:00:00,51.5064,-172.0349,47.19,2.96,Aleutian Arc,1.191,65.8,0.673,27,11.58,4.35,0.19,74
2018-04-26 07:00:00,34.2332,146.4632,34.32,2.04,Pacific Ring,0.175,182.3,2.949,5,12.69,7.4,0.12,4
2018-04-26 09:00:00,41.7987,36.1323,27.63,4.78,Anatolian Fault,0.272,292.6,4.731,40,0.27,4.91,0.198,61
2018-04-26 12:00:00,-7.7967,101.0589,54.09,2.35,Sumatra Fault,0.795,342.3,0.33,13,11.94,3.83,0.211,66
2018-04-27 19:00:00,28.4951,85.0441,36.45,3.08,Himalayan Belt,0.737,242.7,3.391,47,18.84,2.59,0.255,56
2018-04-27 19:00:00,-3.843,104.8696,44.11,2.95,Sumatra Fault,0.658,109.3,4.997,40,17.7,10.18,0.177,44
2018-04-27 21:00:00,32.7329,150.7723,34.75,2.36,Pacific Ring,0.509,245.6,4.635,34,13.43,7.23,0.317,3
2018-04-28 02:00:00,42.6507,35.933,14.58,2.41,Anatolian Fault,0.171,240.6,0.939,111,16.86,5.3,0.196,28
2018-04-28 06:00:00,25.0948,86.7641,23.44,5.68,Himalayan Belt,1.093,195.6,2.395,30,14.14,2.94,0.281,22
2018-04-28 18:00:00,33.4099,-91.5946,18.58,3.25,New Madrid Zone,1.044,290.6,1.377,49,4.03,9.54,0.335,8
2018-04-28 19:00:00,40.9775,32.64,24.64,3.05,Anatolian Fault,1.346,120.8,0.698,15,14.44,10.59,0.353,73
2018-04-29 20:00:00,29.7145,81.9924,25.62,5.25,Himalayan Belt,0.314,158.5,3.074,5,14.41,8.43,0.248,35
2018-04-30 11:00:00,-0.1672,105.542,58.39,3.65,Sumatra Fault,0.129,264.2,0.29,41,2.81,14.54,0.165,7
2018-05-01 05:00:00,29.2288,150.6575,30.96,5.3,Pacific Ring,1.043,314.1,4.021,26,5.99,10.78,0.051,65
2018-05-01 08:00:00,48.6383,-171.6964,41.56,4.64,Aleutian Arc,0.347,201.1,2.411,10,0.24,14.82,0.333,31
2018-05-01 11:00:00,26.5621,154.587,38.68,3.98,Pacific Ring,1.356,248.9,3.43,17,14.29,1.24,0.037,28
2018-05-02 05:00:00,28.8609,86.4879,23.04,4.0,Himalayan Belt,0.853,43.3,4.671,93,13.19,12.38,0.327,77
2018-05-02 07:00:00,39.1759,-88.5575,5.48,3.16,New Madrid Zone,0.963,246.1,0.997,99,18.23,12.21,0.16,48
2018-05-02 16:00:00,39.9093,33.1799,21.07,2.09,Anatolian Fault,0.349,306.9,1.789,54,7.86,10.74,0.137,8
2018-05-02 17:00:00,18.6451,-64.5975,11.64,2.62,Caribbean Arc,1.063,270.9,4.275,90,18.34,11.25,0.469,17
2018-05-02 21:00:00,34.7399,-87.9215,19.79,2.53,New Madrid Zone,0.373,316.3,3.5,95,2.57,2.11,0.065,69
2018-05-02 23:00:00,50.3132,-168.6424,64.28,2.76,Aleutian Arc,1.386,343.5,2.161,75,9.06,4.9,0.048,38
2018-05-04 02:00:00,35.6295,-93.7359,6.14,2.1,New Madrid Zone,0.475,127.1,0.565,55,7.37,9.58,0.106,73
2018-05-04 10:00:00,37.9865,-88.725,11.92,2.16,New Madrid Zone,1.434,81.6,1.392,75,16.58,12.51,0.417,78
2018-05-05 00:00:00,19.8618,-57.7915,18.44,2.09,Caribbean Arc,0.269,211.7,4.645,62,16.87,6.74,0.357,59
2018-05-05 07:00:00,-3.6574,102.231,35.78,4.06,Sumatra Fault,1.312,258.7,2.237,111,14.07,13.97,0.242,37
2018-05-05 19:00:00,45.732,-117.3769,32.54,3.92,Cascadia Zone,0.663,249.7,0.158,32,17.76,2.03,0.035,47
2018-05-05 22:00:00,1.8128,102.2435,32.29,2.24,Sumatra Fault,0.957,177.8,2.087,65,17.47,1.15,0.277,56
2018-05-06 06:00:00,53.632,-167.9395,77.65,4.93,Aleutian Arc,0.447,36.2,3.087,86,6.23,12.82,0.232,79
2018-05-06 10:00:00,28.9761,81.5076,18.9,2.46,Himalayan Belt,0.547,42.8,4.628,16,16.37,13.6,0.239,7
2018-05-06 10:00:00,35.819,-89.6665,13.22,3.84,New Madrid Zone,1.236,95.4,1.268,73,19.52,0.36,0.34,56
2018-05-07 05:00:00,-3.5956,100.0233,34.08,2.26,Sumatra Fault,0.579,109.2,4.832,69,7.01,8.75,0.078,37
2018-05-08 01:00:00,31.5401,84.9824,44.19,4.21,Himalayan Belt,1.284,179.6,2.289,5,12.44,10.11,0.397,28
2018-05-08 13:00:00,18.7231,-57.6884,34.65,2.28,Caribbean Arc,0.833,307.1,1.195,108,2.92,4.54,0.156,14
2018-05-09 04:00:00,13.7725,-59.3593,17.65,2.16,Caribbean Arc,0.528,72.0,0.878,92,0.42,8.41,0.196,42
2018-05-09 07:00:00,42.334,-120.1363,15.31,4.34,Cascadia Zone,0.402,349.5,2.171,85,3.73,9.19,0.366,27
2018-05-09 17:00:00,41.6278,34.878,16.63,2.15,Anatolian Fault,0.769,240.5,3.254,114,7.71,9.45,0.445,34
2018-05-10 06:00:00,13.4125,-59.0349,39.65,3.4,Caribbean Arc,0.768,274.2,2.716,114,1.19,4.44,0.118,62
2018-05-10 06:00:00,50.9726,-168.4989,36.84,3.36,Aleutian Arc,0.569,299.4,3.874,79,17.42,10.67,0.264,78
2018-05-10 11:00:00,47.2725,-121.8968,23.21,4.66,Cascadia Zone,0.645,297.7,0.197,78,8.12,3.15,0.31,66
2018-05-10 20:00:00,29.2046,148.8699,30.55,4.62,Pacific Ring,1.461,22.7,4.729,68,14.08,2.89,0.331,70
2018-05-11 01:00:00,13.2741,-60.0146,14.44,2.12,Caribbean Arc,0.983,125.8,1.875,11,14.79,11.52,0.416,53
2018-05-11 08:00:00,34.0157,34.364,9.12,2.36,Anatolian Fault,0.945,246.6,0.581,49,9.18,5.6,0.069,35
2018-05-11 10:00:00,49.4886,-122.4326,26.54,2.44,Cascadia Zone,0.331,152.6,1.774,107,10.96,9.44,0.347,43
2018-05-11 16:00:00,57.734,-172.7839,63.2,2.68,Aleutian Arc,0.761,190.5,4.275,89,1.68,3.22,0.163,11
2018-05-12 01:00:00,10.719,-61.5985,31.27,2.07,Caribbean Arc,0.619,84.3,4.675,71,5.82,10.6,0.194,13
2018-05-12 04:00:00,14.1103,-58.1027,36.69,3.46,Caribbean Arc,1.039,99.5,1.583,27,15.54,9.76,0.31,54
2018-05-12 16:00:00,29.8882,150.7306,47.2,5.03,Pacific Ring,0.985,282.8,2.687,16,4.73,4.77,0.335,8
2018-05-12 19:00:00,43.0377,-124.8178,28.96,3.68,Cascadia Zone,0.551,151.5,4.147,53,18.53,14.95,0.393,54
2018-05-12 22:00:00,39.4678,34.4654,15.24,2.46,Anatolian Fault,1.44,285.2,3.8,7,12.52,2.79,0.334,50
2018-05-13 04:00:00,43.7911,33.955,23.94,2.71,Anatolian Fault,1.217,31.5,3.506,7,17.26,2.45,0.262,48
2018-05-13 17:00:00,40.6676,32.7158,25.14,3.23,Anatolian Fault,0.234,32.5,2.29,99,6.33,5.82,0.456,67
2018-05-13 20:00:00,12.3096,-64.653,36.37,3.21,Caribbean Arc,1.445,248.7,0.767,116,7.37,14.77,0.061,15
2018-05-13 21:00:00,31.6047,149.7082,25.97,3.1,Pacific Ring,0.679,200.4,2.186,91,16.58,11.59,0.029,17
2018-05-14 06:00:00,-2.346,104.0561,26.65,2.1,Sumatra Fault,0.692,33.8,3.733,30,18.79,7.35,0.229,63
2018-05-14 10:00:00,14.2866,-64.7537,27.34,2.62,Caribbean Arc,1.29,143.9,2.473,51,9.82,0.34,0.41,28
2018-05-14 21:00:00,10.2929,-56.2547,16.66,2.77,Caribbean Arc,0.831,145.4,0.233,43,7.89,14.85,0.112,44
2018-05-15 16:00:00,29.9618,153.2472,32.06,2.13,Pacific Ring,0.172,145.4,1.693,87,14.88,0.86,0.118,24
2018-05-16 08:00:00,39.3099,-86.0005,19.98,2.36,New Madrid Zone,0.72,47.5,0.901,73,11.88,0.75,0.227,43
2018-05-16 10:00:00,32.3864,-88.4165,5.69,5.32,New Madrid Zone,0.648,315.0,4.742,58,9.82,9.58,0.21,27
2018-05-16 15:00:00,12.3982,-64.0504,25.15,3.76,Caribbean Arc,0.908,59.3,0.192,11,16.7,1.86,0.032,36
2018-05-17 09:00:00,30.7412,77.7881,34.66,2.2,Himalayan Belt,1.164,174.2,2.999,53,1.44,11.12,0.412,6
2018-05-17 18:00:00,-6.9578,100.8486,27.0,3.24,Sumatra Fault,0.962,97.2,0.904,44,12.86,8.72,0.343,73
2018-05-17 18:00:00,13.871,-62.0619,34.19,2.76,Caribbean Arc,1.389,143.2,3.346,81,1.22,0.15,0.053,76
2018-05-18 17:00:00,18.705,-65.7785,14.09,2.22,Caribbean Arc,0.984,95.8,2.888,95,8.23,11.56,0.391,23
2018-05-18 17:00:00,41.8823,32.9874,14.52,2.85,Anatolian Fault,1.11,169.0,4.492,111,2.6,14.94,0.485,51
2018-05-18 18:00:00,31.4619,82.7977,31.21,2.06,Himalayan Belt,0.362,30.7,3.719,88,2.81,12.56,0.086,26
2018-05-19 08:00:00,-4.165,104.8879,34.12,2.78,Sumatra Fault,0.344,89.1,2.323,99,7.15,5.77,0.157,27
2018-05-19 12:00:00,23.3032,80.4563,39.23,2.34,Himalayan Belt,0.284,303.4,3.173,34,11.15,7.96,0.331,20
2018-05-20 04:00:00,22.8329,77.2681,28.99,3.25,Himalayan Belt,0.611,49.8,1.817,59,6.82,8.69,0.296,28
2018-05-20 08:00:00,42.0249,34.4696,12.16,3.41,Anatolian Fault,0.381,232.2,4.54,93,6.72,12.37,0.484,28
2018-05-20 09:00:00,35.295,36.6836,9.24,2.15,Anatolian Fault,0.693,195.8,0.109,64,7.94,11.63,0.417,55
2018-05-20 13:00:00,56.3079,-165.6153,73.44,4.44,Aleutian Arc,1.284,220.5,1.908,11,13.59,4.99,0.239,55
2018-05-20 16:00:00,33.9084,-87.8322,5.93,3.85,New Madrid Zone,0.322,146.0,2.793,106,19.28,13.28,0.062,51
2018-05-20 22:00:00,30.0206,152.2312,40.04,2.3,Pacific Ring,1.429,106.2,3.197,100,6.08,9.57,0.063,77
2018-05-21 07:00:00,36.6963,29.4105,23.39,4.07,Anatolian Fault,0.248,49.8,0.244,80,11.81,9.98,0.258,65
2018-05-21 16:00:00,16.2785,-58.1091,22.82,2.94,Caribbean Arc,0.698,162.8,3.061,48,4.85,3.64,0.076,56
2018-05-22 05:00:00,28.8982,81.8184,18.73,2.29,Himalayan Belt,0.904,225.3,2.534,98,17.23,9.27,0.016,56
2018-05-23 08:00:00,26.3093,151.9622,26.18,2.7,Pacific Ring,1.255,61.6,4.516,104,9.35,11.19,0.314,64
2018-05-23 13:00:00,33.8711,153.2915,25.93,2.33,Pacific Ring,0.408,133.4,0.154,41,15.45,12.62,0.014,3
2018-05-24 07:00:00,31.4884,153.9024,43.57,2.03,Pacific Ring,0.836,62.8,2.311,114,5.97,7.38,0.198,51
2018-05-24 09:00:00,-1.0221,102.4088,54.12,2.43,Sumatra Fault,0.987,261.2,3.829,6,13.5,0.41,0.39,57
2018-05-24 16:00:00,36.4839,32.8551,19.42,7.04,Anatolian Fault,1.035,134.1,2.514,29,3.29,3.73,0.045,24
